"","ID_unique","CO2_mg_m2_h","CH4_ug_m2_h","Air_temp","pressure_calc_atm","campaign","Site","drying_regime","soil_temp","soil_VWC","flow_state","habitat_type","pool_riffle_depth_cm","Picarro_LGR","total_volume_L","chamber_area_m2","sed_temp","sed_VWC","point","habitat","ecosystem","CO2_g_m2_d","CH4_mg_m2_d","ug_N2ON_m2_h","mg_N2ON_m2_d","Canopy_Cover_Benth","Stock_Benth_g.m2","Max..wetted.width..m.","Min..wetted.width..m.","Ave.wet.width_m","Bankfull.at.max..wetted.width..m.","Bankfull.at.min..wetted.width..m.","Embeddedness....","Discharge..l.s.","Mean_Velocity..m.s.","MeanDur_Ponded","MaxDur_Ponded","MeanDur_Dry","MaxDur_Dry","MeanDur_Flow","MaxDur_Flow","masl","dist.to.per","length.IR.up","length.PR.up","percent.IR.up","percent.PR.up","Soil_OM","Sed_OM","percent_N","percent_C","CN_ratio","pH","DO_mg_L","DO_percent","cond_us_cm","Temp_water_C","date","totalbiomass_g","grassbiomass_g","herbsbiomass_g","leavesbiomass_g","mossbiomass_g","woodybiomass_g","latitude","longitude","Freq_Flow","Freq_Dry","Freq_Ponded","m_to_source","freqflow7","freqflow30","freqdry7","freqdry30","freqpool7","freqpool30","freq_flow_2021","freq_dry_2021","freq_pool_2021","Tsince_manual","sed_pH","sed_cond_uS_cm","NO3_N_mg_l","DN_ugL","DOC_ugL","SRP_ugL","NH4_N_ugL","bedrock","boulders","cobbles","gravel","sand","silt"
"199","2021-03-25_AL07_R4_Picarro",106.684056101868,-16.0347610914244,9.5,0.984985524649398,1,"AL07","intermittent_long",7.06666666666667,0.316333333333333,"flowing",NA,NA,"Picarro",3.931341441,0.045238934,NA,NA,"R4","Riparian","Riparian",2.56041734644483,-0.384834266194186,NA,NA,NA,2.004881112,19,8.4,14.4,34,23,0,NA,NA,6.090909091,23,26.36363636,120,20.78947368,73,223,6444,53313.2,68228.3,36.12421485,46.23046015,7.89,2.71,0.339857408,12.26179949,36.0792473589394,NA,NA,NA,366,NA,"2021-03-25",7.235982614,0.597144771,0,4.220522297,0.593378472,1.556655185,45.96069669,5.276036686,0.524568393,0.386454183,0.088977424,59495.63,0.875,NA,0,NA,0.125,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-03-25_AL07_R5_Picarro",183.726718480527,-9.99386503338813,9.5,0.984985524649398,1,"AL07","intermittent_long",7.4,0.398666666666667,"flowing",NA,NA,"Picarro",4.172615756,0.045238934,NA,NA,"R5","Riparian","Riparian",4.40944124353265,-0.239852760801315,NA,NA,NA,2.004881112,19,8.4,14.4,34,23,0,NA,NA,6.090909091,23,26.36363636,120,20.78947368,73,223,6444,53313.2,68228.3,36.12421485,46.23046015,7.89,2.71,0.339857408,12.26179949,36.0792473589394,NA,NA,NA,366,NA,"2021-03-25",7.235982614,0.597144771,0,4.220522297,0.593378472,1.556655185,45.96069669,5.276036686,0.524568393,0.386454183,0.088977424,59495.63,0.875,NA,0,NA,0.125,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-03-25_AL07_R6_Picarro",236.241763345265,-17.6677286443441,9.5,0.984985524649398,1,"AL07","intermittent_long",7.3,0.373333333333333,"flowing",NA,NA,"Picarro",4.27817327,0.045238934,NA,NA,"R6","Riparian","Riparian",5.66980232028636,-0.424025487464258,NA,NA,NA,2.004881112,19,8.4,14.4,34,23,0,NA,NA,6.090909091,23,26.36363636,120,20.78947368,73,223,6444,53313.2,68228.3,36.12421485,46.23046015,7.89,2.71,0.339857408,12.26179949,36.0792473589394,NA,NA,NA,366,NA,"2021-03-25",7.235982614,0.597144771,0,4.220522297,0.593378472,1.556655185,45.96069669,5.276036686,0.524568393,0.386454183,0.088977424,59495.63,0.875,NA,0,NA,0.125,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-05-03_AL01_F1_Picarro",86.4743152288461,8.50320732799116,5,0.905399055333283,2,"AL01","perennial",NA,NA,"flowing","riffle",17,"Picarro",3.58571661,0.045238934,NA,NA,"F1","Flowing","Aquatic",2.07538356549231,0.204076975871788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,10.61,96.2,231,6.9,"2021-05-03",NA,NA,NA,NA,NA,NA,46.082816,5.619329,0.890710383,0,0.109289617,3631.301,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,15,76,5,1,0
"203","2021-05-03_AL01_F2_Picarro",65.6519717583766,6.00829043671337,5,0.905399055333283,2,"AL01","perennial",NA,NA,"flowing","pool",20.5,"Picarro",3.58571661,0.045238934,NA,NA,"F2","Flowing","Aquatic",1.57564732220104,0.144198970481121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,10.61,96.2,231,6.9,"2021-05-03",NA,NA,NA,NA,NA,NA,46.082816,5.619329,0.890710383,0,0.109289617,3631.301,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,15,76,5,1,0
"204","2021-05-03_AL01_F3_Picarro",103.346627743342,7.22065627579858,6,0.905399055333283,2,"AL01","perennial",NA,NA,"flowing","riffle",15.3,"Picarro",3.58571661,0.045238934,NA,NA,"F3","Flowing","Aquatic",2.48031906584021,0.173295750619166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,10.61,96.2,231,6.9,"2021-05-03",NA,NA,NA,NA,NA,NA,46.082816,5.619329,0.890710383,0,0.109289617,3631.301,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,15,76,5,1,0
"205","2021-05-03_AL01_F4_Picarro",57.7263958719656,6.9809957103946,6,0.905399055333283,2,"AL01","perennial",NA,NA,"flowing","pool",20,"Picarro",3.58571661,0.045238934,NA,NA,"F4","Flowing","Aquatic",1.38543350092717,0.16754389704947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,10.61,96.2,231,6.9,"2021-05-03",NA,NA,NA,NA,NA,NA,46.082816,5.619329,0.890710383,0,0.109289617,3631.301,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,15,76,5,1,0
"206","2021-05-03_AL01_F5_Picarro",75.7299033993483,9.47650644117641,6,0.905399055333283,2,"AL01","perennial",NA,NA,"flowing","riffle",13,"Picarro",3.58571661,0.045238934,NA,NA,"F5","Flowing","Aquatic",1.81751768158436,0.227436154588234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,10.61,96.2,231,6.9,"2021-05-03",NA,NA,NA,NA,NA,NA,46.082816,5.619329,0.890710383,0,0.109289617,3631.301,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,15,76,5,1,0
"207","2021-05-03_AL01_R1_Picarro",32.8007310396599,-6.34446676760226,5,0.905399055333283,2,"AL01","perennial",5.83333333333333,0.432,"flowing",NA,NA,"Picarro",5.077394441,0.045238934,NA,NA,"R1","Riparian","Riparian",0.787217544951838,-0.152267202422454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",46.592073392,0.151046842,0.796130938,40.95119656,0.400246914,4.293452138,46.082816,5.619329,0.890710383,0,0.109289617,3631.301,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-05-03_AL01_R2_Picarro",44.8298113661695,-11.2266253386224,5,0.905399055333283,2,"AL01","perennial",5.9,0.296333333333333,"flowing",NA,NA,"Picarro",5.529783783,0.045238934,NA,NA,"R2","Riparian","Riparian",1.07591547278807,-0.269439008126938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",46.592073392,0.151046842,0.796130938,40.95119656,0.400246914,4.293452138,46.082816,5.619329,0.890710383,0,0.109289617,3631.301,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-05-03_AL01_R3_Picarro",12.294271267249,-1.17546044062758,6,0.905399055333283,2,"AL01","perennial",4.9,0.453,"flowing",NA,NA,"Picarro",5.484544849,0.045238934,NA,NA,"R3","Riparian","Riparian",0.295062510413976,-0.0282110505750619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",46.592073392,0.151046842,0.796130938,40.95119656,0.400246914,4.293452138,46.082816,5.619329,0.890710383,0,0.109289617,3631.301,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-05-03_AL01_R4_Picarro",39.9765041196677,-30.469625957588,6,0.905399055333283,2,"AL01","perennial",5.43333333333333,0.291666666666667,"flowing",NA,NA,"Picarro",5.650420941,0.045238934,NA,NA,"R4","Riparian","Riparian",0.959436098872025,-0.731271022982112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",46.592073392,0.151046842,0.796130938,40.95119656,0.400246914,4.293452138,46.082816,5.619329,0.890710383,0,0.109289617,3631.301,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-05-03_AL01_R5_Picarro",47.9003079714205,-6.00745343343883,6,0.905399055333283,2,"AL01","perennial",6.1,0.308333333333333,"flowing",NA,NA,"Picarro",5.198031599,0.045238934,NA,NA,"R5","Riparian","Riparian",1.14960739131409,-0.144178882402532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",46.592073392,0.151046842,0.796130938,40.95119656,0.400246914,4.293452138,46.082816,5.619329,0.890710383,0,0.109289617,3631.301,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-05-03_AL02_F1_Picarro",88.4024721056923,262.027190678583,3.5,0.917285952750796,2,"AL02","intermittent_long",NA,NA,"flowing","pool",35,"Picarro",3.58571661,0.045238934,NA,NA,"F1","Flowing","Aquatic",2.12165933053662,6.28865257628599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,11.58,105.4,387,7.5,"2021-05-03",NA,NA,NA,NA,NA,NA,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,50,10,35,5,0,0
"213","2021-05-03_AL02_F2_Picarro",114.378100881867,429.993366648824,3.5,0.917285952750796,2,"AL02","intermittent_long",NA,NA,"flowing","riffle",52,"Picarro",3.58571661,0.045238934,NA,NA,"F2","Flowing","Aquatic",2.74507442116481,10.3198407995718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,11.58,105.4,387,7.5,"2021-05-03",NA,NA,NA,NA,NA,NA,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,50,10,35,5,0,0
"214","2021-05-03_AL02_F3_Picarro",128.071600480078,474.732279499243,6,0.917285952750796,2,"AL02","intermittent_long",NA,NA,"flowing","riffle",28.2,"Picarro",3.58571661,0.045238934,NA,NA,"F3","Flowing","Aquatic",3.07371841152187,11.3935747079818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,11.58,105.4,387,7.5,"2021-05-03",NA,NA,NA,NA,NA,NA,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,50,10,35,5,0,0
"215","2021-05-03_AL02_F4_Picarro",101.131152367889,393.865904097859,6,0.917285952750796,2,"AL02","intermittent_long",NA,NA,"flowing","riffle",36.8,"Picarro",3.58571661,0.045238934,NA,NA,"F4","Flowing","Aquatic",2.42714765682934,9.45278169834862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,11.58,105.4,387,7.5,"2021-05-03",NA,NA,NA,NA,NA,NA,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,50,10,35,5,0,0
"216","2021-05-03_AL02_F5_Picarro",47.1203838463985,142.8089715796,6,0.917285952750796,2,"AL02","intermittent_long",NA,NA,"flowing","pool",22.9,"Picarro",3.58571661,0.045238934,NA,NA,"F5","Flowing","Aquatic",1.13088921231356,3.4274153179104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,11.58,105.4,387,7.5,"2021-05-03",NA,NA,NA,NA,NA,NA,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,50,10,35,5,0,0
"217","2021-05-03_AL02_F6_Picarro",39.3345272724901,122.120080901777,6,0.917285952750796,2,"AL02","intermittent_long",NA,NA,"flowing","pool",25.4,"Picarro",3.58571661,0.045238934,NA,NA,"F6","Flowing","Aquatic",0.944028654539762,2.93088194164265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,11.58,105.4,387,7.5,"2021-05-03",NA,NA,NA,NA,NA,NA,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,50,10,35,5,0,0
"218","2021-05-03_AL02_R1_Picarro",84.7744516567949,-5.34237456419416,3.5,0.917285952750796,2,"AL02","intermittent_long",5.73333333333333,0.356666666666667,"flowing",NA,NA,"Picarro",5.99725277,0.045238934,NA,NA,"R1","Riparian","Riparian",2.03458683976308,-0.12821698954066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",19.862917951,6.088610186,7.149359943,1.322588716,5.033492439,0.268866667,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-05-03_AL02_R2_Picarro",52.3772027550051,-18.7455171357331,3.5,0.917285952750796,2,"AL02","intermittent_long",6.33333333333333,0.283,"flowing",NA,NA,"Picarro",5.831376678,0.045238934,NA,NA,"R2","Riparian","Riparian",1.25705286612012,-0.449892411257594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",19.862917951,6.088610186,7.149359943,1.322588716,5.033492439,0.268866667,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-05-03_AL02_R3_Picarro",40.8103141820059,-36.2267620505443,3.5,0.917285952750796,2,"AL02","intermittent_long",5.1,0.207333333333333,"flowing",NA,NA,"Picarro",7.082987191,0.045238934,NA,NA,"R3","Riparian","Riparian",0.979447540368142,-0.869442289213063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",19.862917951,6.088610186,7.149359943,1.322588716,5.033492439,0.268866667,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-05-03_AL02_R4_Picarro",249.872050877031,-21.3865296664011,6,0.917285952750796,2,"AL02","intermittent_long",7.3,0.285666666666667,"flowing",NA,NA,"Picarro",5.861535967,0.045238934,NA,NA,"R4","Riparian","Riparian",5.99692922104874,-0.513276711993626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",19.862917951,6.088610186,7.149359943,1.322588716,5.033492439,0.268866667,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-05-03_AL02_R5_Picarro",126.910770768197,-28.7798655030181,6,0.917285952750796,2,"AL02","intermittent_long",5.36666666666667,0.286,"flowing",NA,NA,"Picarro",6.28376602,0.045238934,NA,NA,"R5","Riparian","Riparian",3.04585849843673,-0.690716772072434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",19.862917951,6.088610186,7.149359943,1.322588716,5.033492439,0.268866667,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-05-03_AL02_R6_Picarro",87.3423099484499,-12.0130143835274,6,0.917285952750796,2,"AL02","intermittent_long",7.2,0.302,"flowing",NA,NA,"Picarro",5.529783783,0.045238934,NA,NA,"R6","Riparian","Riparian",2.0962154387628,-0.288312345204658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",19.862917951,6.088610186,7.149359943,1.322588716,5.033492439,0.268866667,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0.375,0.0967741935483871,0.625,0.903225806451613,0,0,0.424657534246575,0.556164383561644,0.0191780821917808,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-05-03_CO01_F1_Picarro",98.6824745977263,12.5370998472283,11,0.902353541920366,2,"CO01","perennial",NA,NA,"flowing","pool",10.7,"Picarro",3.58571661,0.045238934,NA,NA,"F1","Flowing","Aquatic",2.36837939034543,0.300890396333479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.88,8.89,82.8,326,8,"2021-05-03",NA,NA,NA,NA,NA,NA,46.056561,5.617871,1,0,0,512.2979,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,32,58,5,0
"225","2021-05-03_CO01_F2_Picarro",149.103361874699,20.1810841953119,11,0.902353541920366,2,"CO01","perennial",NA,NA,"flowing","pool",14,"Picarro",3.58571661,0.045238934,NA,NA,"F2","Flowing","Aquatic",3.57848068499278,0.484346020687486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.88,8.89,82.8,326,8,"2021-05-03",NA,NA,NA,NA,NA,NA,46.056561,5.617871,1,0,0,512.2979,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,32,58,5,0
"226","2021-05-03_CO01_F3_Picarro",477.628853682728,78.3905597128807,11,0.902353541920366,2,"CO01","perennial",NA,NA,"flowing","riffle",7,"Picarro",3.58571661,0.045238934,NA,NA,"F3","Flowing","Aquatic",11.4630924883855,1.88137343310914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.88,8.89,82.8,326,8,"2021-05-03",NA,NA,NA,NA,NA,NA,46.056561,5.617871,1,0,0,512.2979,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,32,58,5,0
"227","2021-05-03_CO01_F4_Picarro",121.103188967775,15.3484144273249,11,0.902353541920366,2,"CO01","perennial",NA,NA,"flowing","pool",16,"Picarro",3.58571661,0.045238934,NA,NA,"F4","Flowing","Aquatic",2.9064765352266,0.368361946255798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.88,8.89,82.8,326,8,"2021-05-03",NA,NA,NA,NA,NA,NA,46.056561,5.617871,1,0,0,512.2979,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,32,58,5,0
"228","2021-05-03_CO01_F5_Picarro",306.457480236824,45.3523079473054,11,0.902353541920366,2,"CO01","perennial",NA,NA,"flowing","riffle",5,"Picarro",3.58571661,0.045238934,NA,NA,"F5","Flowing","Aquatic",7.35497952568377,1.08845539073533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.88,8.89,82.8,326,8,"2021-05-03",NA,NA,NA,NA,NA,NA,46.056561,5.617871,1,0,0,512.2979,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,32,58,5,0
"229","2021-05-03_CO01_R1_Picarro",28.8330448651238,4.30547015669479,11,0.902353541920366,2,"CO01","perennial",5.16666666666667,0.368,"flowing",NA,NA,"Picarro",5.740898809,0.045238934,NA,NA,"R1","Riparian","Riparian",0.691993076762971,0.103331283760675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",29.273648167,0.139247577,0.607370577,19.89075566,4.709126416,3.927147937,46.056561,5.617871,1,0,0,512.2979,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-05-03_CO01_R2_Picarro",-20.1761976690818,-11.2428342596195,11,0.902353541920366,2,"CO01","perennial",5.8,0.33,"flowing",NA,NA,"Picarro",5.001996217,0.045238934,NA,NA,"R2","Riparian","Riparian",-0.484228744057963,-0.269828022230868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",29.273648167,0.139247577,0.607370577,19.89075566,4.709126416,3.927147937,46.056561,5.617871,1,0,0,512.2979,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-05-03_CO01_R3_Picarro",55.7709003271625,-4.72496107261894,11,0.902353541920366,2,"CO01","perennial",5.13333333333333,0.331,"flowing",NA,NA,"Picarro",6.434562467,0.045238934,NA,NA,"R3","Riparian","Riparian",1.3385016078519,-0.113399065742855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",29.273648167,0.139247577,0.607370577,19.89075566,4.709126416,3.927147937,46.056561,5.617871,1,0,0,512.2979,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-05-03_CO01_R4_Picarro",34.3006280096065,-15.9279208048979,11,0.902353541920366,2,"CO01","perennial",5.53333333333333,0.279666666666667,"flowing",NA,NA,"Picarro",5.936934191,0.045238934,NA,NA,"R4","Riparian","Riparian",0.823215072230556,-0.38227009931755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",29.273648167,0.139247577,0.607370577,19.89075566,4.709126416,3.927147937,46.056561,5.617871,1,0,0,512.2979,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-05-03_CO01_R5_Picarro",58.5806480921316,-7.728105746547,11,0.902353541920366,2,"CO01","perennial",5.33333333333333,0.314666666666667,"flowing",NA,NA,"Picarro",6.434562467,0.045238934,NA,NA,"R5","Riparian","Riparian",1.40593555421116,-0.185474537917128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-03",29.273648167,0.139247577,0.607370577,19.89075566,4.709126416,3.927147937,46.056561,5.617871,1,0,0,512.2979,1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
